BROKERTITLE,TYPE,PRICE,BEDS,BATH,PROPERTYSQFT,ADDRESS,STATE,MAIN_ADDRESS,ADMINISTRATIVE_AREA_LEVEL_2,LOCALITY,SUBLOCALITY,STREET_NAME,LONG_NAME,FORMATTED_ADDRESS,LATITUDE,LONGITUDE,Distance,PRICE_BY_SQFT,Borough,House_Type
"Brokered by Nest Seekers International, Midtown",Condo for sale,1350000,2,1.0,2184.207862,659 Baltic St Unit Ph,"Brooklyn, NY 11217","659 Baltic St Unit PhBrooklyn, NY 11217",United States,New York,Kings County,Brooklyn,Baltic Street,"659 Baltic St, Brooklyn, NY 11217, USA",40.6799762,-73.9787904,4.176413056128246,618.0730430865924,Brooklyn,Condo
Brokered by Magic Of Great Neck Realty Inc,Co-op for sale,649000,2,2.0,1500.0,27010 Grand Central Pkwy Apt 25K,"Floral Park, NY 11005","27010 Grand Central Pkwy Apt 25KFloral Park, NY 11005",New York,Queens County,Queens,Little Neck,270-10,"270-10 Grand Central Pkwy #25k, Little Neck, NY 11362, USA",40.7568337,-73.715194,11.660746397709834,432.6666666666667,,Co-op
Brokered by Keller Williams Rlty Landmark,Co-op for sale,439000,2,1.0,900.0,13-56 Bell Blvd Unit 2,"Bayside, NY 11360","13-56 Bell Blvd Unit 2Bayside, NY 11360",New York,Queens County,Queens,Bayside,13-56,"13-56 Bell Blvd #2, Bayside, NY 11360, USA",40.7877465,-73.7810708,8.982713066840715,487.77777777777777,,Co-op
Brokered by Douglas Elliman - Roslyn,Multi-family home for sale,1699000,5,5.0,2184.207862,42-11 Astoria Blvd N,"Astoria, NY 11105","42-11 Astoria Blvd NAstoria, NY 11105",United States,New York,Queens County,Queens,Astoria Boulevard North,"42-11 Astoria Blvd N, Astoria, NY 11105, USA",40.7691484,-73.9073703,3.0362410474766315,777.8563705215707,,Multi-family
"Brokered by Nest Seekers International, Midtown",Condo for sale,2375000,2,2.0,986.0,3 Court Sq W Ph 202,"Queens, NY 11101","3 Court Sq W Ph 202Queens, NY 11101",United States,New York,Queens County,Queens,Court Square West,"3 Ct Square W, Long Island City, NY 11101, USA",40.7478785,-73.9444755,1.2873522465089635,2408.7221095334685,,Condo
Brokered by DNLS Real Estate Mgmt LLC,Co-op for sale,349999,1,1.0,2184.207862,97-37 63rd Rd Unit 11F,"Rego Park, NY 11374","97-37 63rd Rd Unit 11FRego Park, NY 11374",New York,Queens County,Queens,Rego Park,97-37,"97-37 63rd Rd #11f, Rego Park, NY 11374, USA",40.7318958,-73.8599645,3.9423819475524566,160.2407014868624,Brooklyn,Co-op
Brokered by Prime Homes Realty,House for sale,425000,2,1.0,2184.207862,117-23 142nd St,"Jamaica, NY 11436","117-23 142nd StJamaica, NY 11436",United States,New York,Queens County,Queens,142nd Street,"117-23 142nd St, Jamaica, NY 11436, USA",40.6779035,-73.799284,7.998503331958953,194.57855060133465,,House
Brokered by CONTINENT REALTY LLC,House for sale,1650000,3,4.0,2272.0,132 Oxford St,"Brooklyn, NY 11235","132 Oxford StBrooklyn, NY 11235",United States,New York,Kings County,Brooklyn,Oxford Street,"132 Oxford St, Brooklyn, NY 11235, USA",40.5799535,-73.9383472,10.410746913889122,726.2323943661971,,House
Brokered by RE/MAX Team,House for sale,699000,3,2.3738608579684373,2184.207862,10557 Avenue K,"Brooklyn, NY 11236","10557 Avenue KBrooklyn, NY 11236",United States,New York,Kings County,Brooklyn,Avenue K,"10557 Avenue K, Brooklyn, NY 11236, USA",40.64539,-73.8897652,6.351989457826937,320.0244867537245,Brooklyn,House
Brokered by Douglas Elliman - 575 Madison Ave,Co-op for sale,1150000,1,1.0,984.0,40 Remsen St Apt 4,"Brooklyn, NY 11201","40 Remsen St Apt 4Brooklyn, NY 11201",New York,Kings County,Brooklyn,Brooklyn Heights,40,"40 Remsen St Apt 4, Brooklyn, NY 11201, USA",40.6946221,-73.9969945,4.079537265369506,1168.69918699187,Brooklyn,Co-op
Brokered by RE MAX Edge,House for sale,2399000,5,5.0,2184.207862,208 Mayfair Dr N,"Brooklyn, NY 11234","208 Mayfair Dr NBrooklyn, NY 11234",United States,New York,Kings County,Brooklyn,Mayfair Drive North,"208 Mayfair Dr N, Brooklyn, NY 11234, USA",40.6115517,-73.9061979,8.365851225440789,1098.338689159063,,House
Brokered by RE MAX Distinguished Homes & Properties,Multi-family home for sale,989000,8,5.0,3252.0,855 E 223rd St,"Bronx, NY 10466","855 E 223rd StBronx, NY 10466",United States,New York,Bronx County,The Bronx,East 223rd Street,"855 E 223rd St, Bronx, NY 10466, USA",40.8850441,-73.8562999,11.441313089023634,304.12054120541205,,Multi-family
Brokered by Lombardo Homes & Estates,Co-op for sale,318888,1,1.0,875.0,99-25 60th Ave Unit 6G,"Corona, NY 11368","99-25 60th Ave Unit 6GCorona, NY 11368",New York,Queens County,Queens,Corona,99-25,"99-25 60th Ave #6g, Corona, NY 11368, USA",40.736926,-73.8577614,4.079983295815354,364.44342857142857,,Co-op
Brokered by Charles H. Greenthal Property,Co-op for sale,799000,2,2.0,1549.0,27010 Grand Central Pkwy Apt 24K,"Floral Park, NY 11005","27010 Grand Central Pkwy Apt 24KFloral Park, NY 11005",New York,Queens County,Queens,Little Neck,270-10,"270-10 Grand Central Pkwy #24k, Little Neck, NY 11362, USA",40.7568337,-73.715194,11.660746397709834,515.8166559070368,,Co-op
Brokered by RE MAX Elite,Co-op for sale,489000,2,1.0,950.0,9201 Shore Rd Apt D509,"Brooklyn, NY 11209","9201 Shore Rd Apt D509Brooklyn, NY 11209",New York,Kings County,Brooklyn,Fort Hamilton,9201,"9201 Shore Rd #509, Brooklyn, NY 11209, USA",40.620502,-74.0396973,9.372278402140196,514.7368421052631,Brooklyn,Co-op
Brokered by Dorsa Group Realty,Co-op for sale,398000,2,1.0,900.0,181 73rd St Apt 457,"Brooklyn, NY 11209","181 73rd St Apt 457Brooklyn, NY 11209",New York,Kings County,Brooklyn,Bay Ridge,181,"181 73rd St Apt 457, Brooklyn, NY 11209, USA",40.6337679,-74.0305471,8.349194389367216,442.22222222222223,Brooklyn,Co-op
Brokered by Grand Realty Advisors,House for sale,1190000,3,2.0,1088.0,186 Mackenzie St,"Brooklyn, NY 11235","186 Mackenzie StBrooklyn, NY 11235",United States,New York,Kings County,Brooklyn,Mackenzie Street,"186 Mackenzie St, Brooklyn, NY 11235, USA",40.5787747,-73.9401956,10.49413544219768,1093.75,,House
Brokered by Avenues - Headquarters,Townhouse for sale,795000,5,2.0,2184.207862,1065 Hegeman Ave,"Brooklyn, NY 11208","1065 Hegeman AveBrooklyn, NY 11208",United States,New York,Kings County,Brooklyn,Hegeman Avenue,"1065 Hegeman Ave, Brooklyn, NY 11208, USA",40.6678086,-73.8739629,5.397479469782785,363.97634759543774,Brooklyn,Townhouse
Brokered by Douglas Elliman - Franklin Square,Multi-family home for sale,750000,3,4.0,2184.207862,4701 Beverley Rd,"Brooklyn, NY 11203","4701 Beverley RdBrooklyn, NY 11203",United States,New York,Kings County,Brooklyn,Beverley Road,"4701 Beverley Rd, Brooklyn, NY 11203, USA",40.6463635,-73.9325263,5.822674227423352,343.37391282588464,Brooklyn,Multi-family
Brokered by Prospes Real Estate Corp,Condo for sale,899999,3,3.0,1750.0,148-09 Northern Blvd Unit 5G,"Flushing, NY 11354","148-09 Northern Blvd Unit 5GFlushing, NY 11354",New York,Queens County,Queens,Flushing,148-09,"148-09 Northern Blvd #5d, Flushing, NY 11354, USA",40.7654814,-73.8178731,6.599219545700684,514.2851428571429,,Condo
Brokered by COMPASS,Condo for sale,1325000,3,2.0,1597.0,9511 Shore Rd Apt 503,"Brooklyn, NY 11209","9511 Shore Rd Apt 503Brooklyn, NY 11209",New York,Kings County,Brooklyn,Fort Hamilton,9511,"9511 Shore Rd APT 503, Brooklyn, NY 11209, USA",40.6163434,-74.0377889,9.550454037372745,829.6806512210394,,Condo
Brokered by Corcoran Brooklyn Heights,Townhouse for sale,595000,1,2.0,846.0,943 Saint Marks Ave Apt 1A,"Brooklyn, NY 11213","943 Saint Marks Ave Apt 1ABrooklyn, NY 11213",New York,Kings County,Brooklyn,Crown Heights,943,"943 St Marks Ave #1a, Brooklyn, NY 11213, USA",40.6749628,-73.9401841,3.8535976198526667,703.3096926713948,Brooklyn,Townhouse
Brokered by NEUHAUS REALTY INC.,Multi-family home for sale,10700000,42,43.0,27152.0,646-662 Port Richmond Ave,"Staten Island, NY 10302","646-662 Port Richmond AveStaten Island, NY 10302",United States,New York,Richmond County,Staten Island,Port Richmond Avenue,"646 Port Richmond Ave, Staten Island, NY 10302, USA",40.6276713,-74.1423518,12.975373751390618,394.0777843252799,,Multi-family
Brokered by Keller Williams Realty Central Monmouth,Condo for sale,330000,1,1.0,726.0,215 Hart Blvd Apt 2B,"Staten Island, NY 10301","215 Hart Blvd Apt 2BStaten Island, NY 10301",New York,Richmond County,Staten Island,West Brighton,215,"215 Hart Blvd #2b, Staten Island, NY 10301, USA",40.6299335,-74.0999243,11.083696695648038,454.54545454545456,,Condo
Brokered by COMPASS,Condo for sale,2998000,3,3.0,1763.0,46-30 Center Blvd Ph 4,"Queens, NY 11109","46-30 Center Blvd Ph 4Queens, NY 11109",United States,New York,Queens County,Queens,Center Boulevard,"4630 Center Blvd, Long Island City, NY 11109, USA",40.7465758,-73.9569744,1.5847319863263485,1700.5104934770277,,Condo
Brokered by Keller Williams Realty Liberty,Co-op for sale,425000,2,1.0,2184.207862,86 Beaver St Apt 2J,"Brooklyn, NY 11206","86 Beaver St Apt 2JBrooklyn, NY 11206",New York,Kings County,Brooklyn,Bushwick,86,"86 Beaver St #2j, Brooklyn, NY 11206, USA",40.699914,-73.936622,2.122143312610938,194.57855060133465,Brooklyn,Co-op
Brokered by Julia B. Fee Sotheby's International Realty,Co-op for sale,345000,2,1.0,1000.0,2711 Henry Hudson Pkwy Apt 5G,"Bronx, NY 10463","2711 Henry Hudson Pkwy Apt 5GBronx, NY 10463",New York,Bronx County,The Bronx,Spuyten Duyvil,2711,"2711 Henry Hudson Pkwy #5g, Bronx, NY 10463, USA",40.8819273,-73.9172822,10.497238874005063,345.0,,Co-op
NoBroker,Condo for sale,999000,2,2.0,1187.0,133-38 Sanford Ave Unit 16D,"Flushing, NY 11355","133-38 Sanford Ave Unit 16DFlushing, NY 11355",New York,Queens County,Queens,Flushing,13338,"13338 Sanford Ave # 16b, Flushing, NY 11355, USA",40.7560001,-73.8293002,5.816749136399718,841.6175231676496,,Condo
Brokered by Soverign Homes Realty Inc,House for sale,450000,3,2.3738608579684373,2184.207862,125-15 Defoe St,"Queens, NY 11413","125-15 Defoe StQueens, NY 11413",United States,New York,Queens County,Queens,Defoe Street,"125-15 Defoe St, Jamaica, NY 11413, USA",40.681047,-73.754428,10.070799159173962,206.0243476955308,,House
Brokered by R Jaundoo Realty Llc,Co-op for sale,135000,2,1.0,750.0,950 Hoe Ave Apt 4C,"Bronx, NY 10459","950 Hoe Ave Apt 4CBronx, NY 10459",New York,Bronx County,The Bronx,Foxhurst,950,"950 Hoe Ave #4c, Bronx, NY 10459, USA",40.8224272,-73.8900397,6.770548473566727,180.0,,Co-op
Brokered by Vylla Home,Condo for sale,261250,2,1.0,857.0,1017 Faile St Unit 1017B,"Bronx, NY 10459","1017 Faile St Unit 1017BBronx, NY 10459",New York,Bronx County,The Bronx,Foxhurst,1017,"1017 Faile St #1017A, Bronx, NY 10459, USA",40.8245968,-73.8898403,6.9147737127392475,304.84247374562426,,Condo
Brokered by City Realty Group,Condo for sale,728000,3,2.0,1450.0,41-38 66th St Unit 5B,"Woodside, NY 11377","41-38 66th St Unit 5BWoodside, NY 11377",New York,Queens County,Queens,Woodside,41-38,"41-38 66th St #5b, Woodside, NY 11377, USA",40.7436792,-73.8983202,2.13350261482568,502.0689655172414,,Condo
Brokered by Keller Williams Realty NYC Grp,Multi-family home for sale,3200000,3,2.3738608579684373,3735.0,2117 5th Ave,"New York, NY 10035","2117 5th AveNew York, NY 10035",United States,New York,New York County,New York,5th Avenue,"2117 5th Ave, New York, NY 10035, USA",40.8093495,-73.9398627,5.445804741683566,856.760374832664,,Multi-family
Brokered by COMPASS,Condo for sale,1950000,3,3.0,1300.0,300 E 85th St Unit 1103/1104,"Manhattan, NY 10028","300 E 85th St Unit 1103/1104Manhattan, NY 10028",New York,New York County,New York,Manhattan,300,"300 E 85th St Apt 1103, New York, NY 10028, USA",40.7770634,-73.9522998,3.331515824071075,1500.0,,Condo
"Brokered by Listwithfreedom.Com, Inc.",Co-op for sale,600000,2,2.0,900.0,736 W 186th St Apt 7G,"New York, NY 10033","736 W 186th St Apt 7GNew York, NY 10033",New York,New York County,New York,Manhattan,736,"736 W 186th St #7g, New York, NY 10033, USA",40.8535911,-73.9359601,8.497350765136025,666.6666666666666,,Co-op
Brokered by HIGH CLASS REALTY SB LLC.,Condo for sale,569000,1,1.0,739.0,390 Kings Hwy Apt 5D,"Brooklyn, NY 11223","390 Kings Hwy Apt 5DBrooklyn, NY 11223",New York,Kings County,Brooklyn,Gravesend,390,"390 Kings Hwy #5d, Brooklyn, NY 11223, USA",40.604365,-73.9757485,8.977390292772933,769.9594046008119,,Condo
Brokered by COMPASS,Co-op for sale,749000,1,1.0,2184.207862,57 Thompson St Apt 2B,"Manhattan, NY 10012","57 Thompson St Apt 2BManhattan, NY 10012",New York,New York County,New York,Manhattan,57,"57 Thompson St #2b, New York, NY 10012, USA",40.7241044,-74.0035529,3.604966307498722,342.9160809421168,,Co-op
Brokered by EXIT REALTY FIRST CHOICE,House for sale,2488000,4,2.3738608579684373,3850.0,232 Beaumont St,"Brooklyn, NY 11235","232 Beaumont StBrooklyn, NY 11235",United States,New York,Kings County,Brooklyn,Beaumont Street,"232 Beaumont St, Brooklyn, NY 11235, USA",40.5762337,-73.9511136,10.698888114142733,646.2337662337662,,House
Brokered by E Realty International Corp,Multi-family home for sale,1138000,5,3.0,1026.0,1520 63rd St,"Brooklyn, NY 11219","1520 63rd StBrooklyn, NY 11219",United States,New York,Kings County,Brooklyn,63rd Street,"1520 63rd St, Brooklyn, NY 11219, USA",40.6240315,-73.9954118,8.010530795833521,1109.1617933723196,Brooklyn,Multi-family
Brokered by City Homes Realty Group Llc,Multi-family home for sale,1359000,11,6.0,2240.0,1353 Putnam Ave,"Brooklyn, NY 11221","1353 Putnam AveBrooklyn, NY 11221",United States,New York,Kings County,Brooklyn,Putnam Avenue,"1353 Putnam Ave, Brooklyn, NY 11221, USA",40.6941915,-73.913053,2.771689248165454,606.6964285714286,Brooklyn,Multi-family
Brokered by COMPASS,Multi-family home for sale,3720000,8,8.0,5500.0,29 Essex St,"Manhattan, NY 10002","29 Essex StManhattan, NY 10002",United States,New York,New York County,New York,Essex Street,"29 Essex St, New York, NY 10002, USA",40.7158959,-73.989796,3.032198690044699,676.3636363636364,,Multi-family
Brokered by EXIT REALTY ACHIEVE,Multi-family home for sale,974998,7,2.0,2184.207862,759 Glenmore Ave,"Brooklyn, NY 11208","759 Glenmore AveBrooklyn, NY 11208",United States,New York,Kings County,Brooklyn,Glenmore Avenue,"759 Glenmore Ave, Brooklyn, NY 11208, USA",40.675444,-73.8823121,4.713308792708324,446.3851710098825,Brooklyn,Multi-family
Brokered by COMPASS,Co-op for sale,300000,3,1.0,600.0,599 E 7th St Apt 4G,"Brooklyn, NY 11218","599 E 7th St Apt 4GBrooklyn, NY 11218",New York,Kings County,Brooklyn,Kensington,599,"599 E 7th St #4g, Brooklyn, NY 11218, USA",40.6372695,-73.9712947,6.720227460204159,500.0,Brooklyn,Co-op
Brokered by Getmore Realty Inc,House for sale,729000,3,3.0,2184.207862,110-36 199th St,"Saint Albans, NY 11412","110-36 199th StSaint Albans, NY 11412",United States,New York,Queens County,Queens,199th Street,"110-36 199th St, Jamaica, NY 11412, USA",40.7052223,-73.7583006,9.430729637388312,333.7594432667599,,House
Brokered by Sotheby's International Realty - East Side Manhattan Brokerage,Co-op for sale,750000,2,2.0,2184.207862,575 Park Ave # 1508,"New York, NY 10065","575 Park Ave # 1508New York, NY 10065",New York,New York County,New York,Manhattan,575,"575 Park Ave # 1508, New York, NY 10065, USA",40.7651716,-73.9678719,2.9359585544290554,343.37391282588464,,Co-op
Brokered by DiTommaso Real Estate,House for sale,599000,3,2.0,1120.0,45 Bogota St,"Staten Island, NY 10314","45 Bogota StStaten Island, NY 10314",United States,New York,Richmond County,Staten Island,Bogota Street,"45 Bogota St, Staten Island, NY 10314, USA",40.5863749,-74.1470603,14.919195683486187,534.8214285714286,,House
Brokered by Sotheby's International Realty - East Side Manhattan Brokerage,Townhouse for sale,11950000,6,5.0,5336.0,27 E 73rd St,"New York, NY 10021","27 E 73rd StNew York, NY 10021",United States,New York,New York County,New York,East 73rd Street,"27 E 73rd St, New York, NY 10021, USA",40.772751,-73.9650884,3.3043138239556065,2239.5052473763117,,Townhouse
Brokered by Corcoran West Side,Co-op for sale,825000,1,2.0,1100.0,180 E End Ave Apt 18H,"New York, NY 10128","180 E End Ave Apt 18HNew York, NY 10128",New York,New York County,New York,Manhattan,180,"180 East End Ave #18h, New York, NY 10128, USA",40.7766673,-73.9439269,3.2145898997303264,750.0,Manhattan,Co-op
Brokered by Soverign Homes Realty Inc,House for sale,800000,3,2.3738608579684373,2184.207862,742 Lexington Ave,"Brooklyn, NY 11221","742 Lexington AveBrooklyn, NY 11221",United States,New York,Kings County,Brooklyn,Lexington Avenue,"742 Lexington Ave, Brooklyn, NY 11221, USA",40.6899365,-73.9294828,2.826439878091678,366.265507014277,Brooklyn,House
Brokered by Brown Harris Stevens,Co-op for sale,289000,3,1.0,2184.207862,36 Dahill Rd Apt 1L,"Brooklyn, NY 11218","36 Dahill Rd Apt 1LBrooklyn, NY 11218",New York,Kings County,Brooklyn,Kensington,36,"36 Dahill Rd #1l, Brooklyn, NY 11218, USA",40.646116,-73.98134,6.317882556598212,132.31341440890756,Brooklyn,Co-op
Brokered by Douglas Elliman - 575 Madison Ave,Condo for sale,4750000,4,4.0,4100.0,116 W 14th St Fl 4,"New York, NY 10011","116 W 14th St Fl 4New York, NY 10011",New York,New York County,New York,Manhattan,116,"116 W 14th St FL 4, New York, NY 10011, USA",40.7375173,-73.9979625,3.3182824269776976,1158.5365853658536,,Condo
Brokered by Douglas Elliman  -111 Fifth Ave,Co-op for sale,899999,2,1.0,2184.207862,224 E 11th St Apt 22,"New York, NY 10003","224 E 11th St Apt 22New York, NY 10003",New York,New York County,New York,Manhattan,224,"224 E 11th St Apt 22, New York, NY 10003, USA",40.7308571,-73.9878596,2.7550277711226863,412.04823755917784,Manhattan,Co-op
Brokered by Hauseit LLC - Hauseit LLC,Townhouse for sale,868000,2,2.0,1152.0,58-36 79th St,"Middle Village, NY 11379","58-36 79th StMiddle Village, NY 11379",United States,New York,Queens County,Queens,79th Street,"58-36 79th St, Flushing, NY 11379, USA",40.7259203,-73.8814296,2.8362079239726543,753.4722222222222,Brooklyn,Townhouse
Brokered by COMPASS,Condo for sale,3995000,3,3.0,1637.0,450 W 17th St Apt 1709,"Manhattan, NY 10011","450 W 17th St Apt 1709Manhattan, NY 10011",New York,New York County,New York,Manhattan,450,"450 W 17th St APT 1709, New York, NY 10011, USA",40.7435613,-74.0063336,3.827953708728314,2440.439828955406,,Condo
Brokered by EXP COMMERCIAL LLC,House for sale,1500000,3,2.0,1240.0,243 Bay 13 St,"Brooklyn, NY 11214","243 Bay 13 StBrooklyn, NY 11214",United States,New York,Kings County,Brooklyn,Bay 13th Street,"243 Bay 13th St, Brooklyn, NY 11214, USA",40.6045606,-74.0114555,9.58149315246942,1209.6774193548388,,House
Brokered by SOUTHSIDE REALTY GROUP LLC,House for sale,625000,4,2.0,2184.207862,1797 Troy Ave,"Brooklyn, NY 11234","1797 Troy AveBrooklyn, NY 11234",United States,New York,Kings County,Brooklyn,Troy Avenue,"1797 Troy Ave, Brooklyn, NY 11234, USA",40.6283989,-73.9334448,7.06281122995643,286.14492735490387,Brooklyn,House
Brokered by Exp Realty,House for sale,520000,3,2.3738608579684373,1705.0,503 E 182nd St,"Bronx, NY 10457","503 E 182nd StBronx, NY 10457",United States,New York,Bronx County,The Bronx,East 182nd Street,"503 E 182nd St, Bronx, NY 10457, USA",40.8536129,-73.8933593,8.776624924369054,304.9853372434018,,House
Brokered by EXP Realty - HAUPPAUGE,Multi-family home for sale,749900,5,2.0,1400.0,159 Montauk Ave,"Brooklyn, NY 11208","159 Montauk AveBrooklyn, NY 11208",United States,New York,Kings County,Brooklyn,Montauk Avenue,"159 Montauk Ave., Brooklyn, NY 11208, USA",40.6754664,-73.8780744,4.845985521159304,535.6428571428571,Brooklyn,Multi-family
